"Id","SalePrice"
1461,117787.750224468
1462,166644.444099923
1463,194801.826170549
1464,188031.778921462
1465,191733.790684412
1466,167734.88108227
1467,172947.000471304
1468,162808.194160453
1469,190744.564356527
1470,125784.067788601
1471,198644.705689149
1472,93390.4003074937
1473,89557.0208591268
1474,156774.463720401
1475,115132.522256572
1476,376801.111187315
1477,250766.543430718
1478,293621.523696773
1479,248453.934591941
1480,554366.427811352
1481,377640.397664435
1482,208871.304173309
1483,176466.757438955
1484,166371.793975842
1485,184748.013248262
1486,196689.49552666
1487,336845.872324228
1488,230156.040423379
1489,204430.526847942
1490,219494.566244911
1491,189221.376455474
1492,88512.9746597044
1493,198140.293877795
1494,288791.31858396
1495,292203.023161238
1496,229171.308464644
1497,181274.558511994
1498,173010.017162165
1499,150736.899153686
1500,144333.497946917
1501,167407.274309027
1502,155446.178615205
1503,269623.988012896
1504,247565.328340594
1505,219215.084350463
1506,194013.129617631
1507,246761.310949516
1508,197159.187322407
1509,164087.774898736
1510,150339.656442659
1511,146513.193009457
1512,180892.385379411
1513,132943.552673212
1514,144351.393185697
1515,182168.801730603
1516,152099.627756453
1517,163506.365391965
1518,142147.454352418
1519,221854.54864153
1520,132466.684664528
1521,135782.355497572
1522,166263.461403195
1523,111817.600115695
1524,123052.865027429
1525,121963.173140206
1526,124527.241418541
1527,103995.712358463
1528,131442.965717295
1529,155130.145420312
1530,171410.73149045
1531,100680.334575363
1532,106858.603805576
1533,152427.656850127
1534,114475.282396601
1535,155965.159413352
1536,108432.747573668
1537,68765.0308761648
1538,164599.184984714
1539,195114.740752445
1540,85998.5179895257
1541,139452.190934481
1542,134784.547545794
1543,203237.16327623
1544,82141.4753699131
1545,99919.70118333
1546,116735.888198566
1547,127039.524354073
1548,128615.870760576
1549,118314.07077004
1550,130477.046132844
1551,117965.592229729
1552,123911.108106892
1553,152158.385773968
1554,118699.231513347
1555,160677.109575355
1556,79671.1367944513
1557,112944.319719217
1558,88574.9551623965
1559,80670.722091993
1560,143148.430201957
1561,121772.917069766
1562,131068.566788961
1563,124726.082858291
1564,154084.322391223
1565,136460.900759804
1566,247772.471754786
1567,75957.2896609597
1568,226981.21235359
1569,140313.703325672
1570,139138.152041809
1571,119283.533841726
1572,149626.627958603
1573,246233.090774361
1574,88811.1989995876
1575,224678.944677692
1576,223475.194926918
1577,195851.873856009
1578,140881.146691694
1579,139988.645815524
1580,195433.562920491
1581,155494.95888168
1582,132576.637437145
1583,328207.944684699
1584,225595.960450038
1585,144244.192586515
1586,63984.9024505293
1587,96306.1479547992
1588,154653.907646279
1589,99333.1040908315
1590,128804.656647424
1591,101582.682250128
1592,113924.85398009
1593,121654.636345522
1594,139028.988974323
1595,112906.626776341
1596,255658.825340037
1597,171669.372514885
1598,208530.560234326
1599,171363.331741789
1600,168346.096404255
1601,68078.1947776763
1602,113092.52099955
1603,86506.2046398605
1604,273897.373564443
1605,243943.910662368
1606,166146.642862261
1607,165406.277002755
1608,224132.149891587
1609,191697.589487241
1610,156896.66244377
1611,143751.60077467
1612,164043.025920859
1613,161069.713311816
1614,127431.942295548
1615,86058.819836089
1616,78718.2375171712
1617,86097.4023628104
1618,123568.414742272
1619,123157.352961949
1620,163753.548049356
1621,116336.349265316
1622,146280.734043148
1623,307258.777446524
1624,209103.495541211
1625,126352.384721565
1626,162877.302190629
1627,182489.093092188
1628,277879.704285992
1629,170973.191238998
1630,339219.495624112
1631,205540.513094446
1632,247403.890860655
1633,178060.736902187
1634,196996.424327504
1635,178808.456161315
1636,148611.671234401
1637,193834.107735051
1638,195558.104405772
1639,177326.290765153
1640,276005.828257834
1641,173301.809484742
1642,227987.840848873
1643,218961.432620791
1644,236800.275032191
1645,185899.638082451
1646,159100.308523446
1647,159795.379687801
1648,137550.589912086
1649,134207.098448158
1650,121270.294034398
1651,123398.482769355
1652,99062.7302964408
1653,101822.929722205
1654,155359.479460705
1655,153245.785882792
1656,152034.65766473
1657,155049.093489382
1658,155511.568422154
1659,127554.988576415
1660,151367.569435168
1661,478391.675847059
1662,402880.374137898
1663,383844.258408948
1664,568555.116666186
1665,307334.387147521
1666,341480.532954747
1667,347378.128872659
1668,342002.314793481
1669,289215.766001345
1670,340935.485867807
1671,271214.919713765
1672,499937.871585097
1673,294450.42858288
1674,233996.609497332
1675,183121.236940438
1676,194677.02368692
1677,219556.74497042
1678,514297.188107434
1679,439342.408918716
1680,358988.682742056
1681,244810.17932107
1682,327714.709177606
1683,181577.345665678
1684,177745.166639726
1685,168272.902729602
1686,172271.922556716
1687,172434.97665032
1688,188892.871899215
1689,193323.842406369
1690,193085.969803645
1691,183205.781252752
1692,252303.706272275
1693,171577.715656056
1694,184004.40864622
1695,166722.494314581
1696,286924.296939752
1697,170909.775486334
1698,343424.052665776
1699,331201.937370714
1700,245659.609640136
1701,275990.298734231
1702,266781.807086377
1703,267468.869006105
1704,294263.187997067
1705,223076.372684299
1706,445049.767062731
1707,224552.988919581
1708,210881.633549244
1709,273337.653180304
1710,221541.424305872
1711,262507.761138553
1712,235612.91014134
1713,277039.844655644
1714,231328.480110755
1715,210047.664935258
1716,184003.355767561
1717,178566.133912283
1718,140138.917936472
1719,200836.049239568
1720,237615.341266656
1721,165270.988250315
1722,118218.314246951
1723,153606.900422984
1724,198856.994479786
1725,245036.749205746
1726,186033.538503684
1727,161787.582636508
1728,185881.023804866
1729,159939.150688579
1730,141773.794172561
1731,125534.205867326
1732,132984.637312222
1733,115847.548075725
1734,113490.768310365
1735,136306.382871596
1736,119584.232393739
1737,309705.260126214
1738,230976.651131731
1739,219722.641031924
1740,223681.166174722
1741,188502.90666966
1742,164866.100018416
1743,175795.207817866
1744,315600.483194372
1745,249119.215067675
1746,184460.343907407
1747,214088.578447549
1748,243683.257165114
1749,155563.781386262
1750,133514.291850495
1751,236687.612501569
1752,125395.648079747
1753,145605.839960558
1754,197855.16764776
1755,166026.897995884
1756,127443.731112144
1757,121367.133708508
1758,140144.664870437
1759,162101.718489284
1760,173286.604991166
1761,149909.860017429
1762,177643.997375321
1763,168210.969797068
1764,121794.403330255
1765,174658.200759946
1766,176192.318821118
1767,213958.765204533
1768,154365.687168132
1769,182250.994418904
1770,153550.218883533
1771,137635.357309148
1772,144911.531539534
1773,127819.47734101
1774,132135.734983807
1775,132056.747537211
1776,125934.223592838
1777,105248.577745063
1778,141592.598779401
1779,111261.804694875
1780,182194.515541937
1781,129832.465039707
1782,87890.3531186455
1783,144366.26168674
1784,107781.370532122
1785,109070.688839253
1786,164429.269887978
1787,160181.551610445
1788,72490.8419647714
1789,104796.168643449
1790,82268.1642914156
1791,183847.946796403
1792,156317.32643126
1793,133332.080953781
1794,150773.417069387
1795,131936.907896255
1796,120193.17811767
1797,119281.144955153
1798,124639.043261301
1799,106758.27125626
1800,131015.82878359
1801,136974.744586958
1802,132469.463955332
1803,153650.707464217
1804,142877.291550814
1805,137368.896666713
1806,120847.974751385
1807,122150.58114267
1808,115800.271929033
1809,127159.402512659
1810,137871.958449027
1811,109387.988044012
1812,93640.2914391003
1813,121033.669145576
1814,94529.7432582537
1815,61930.300066456
1816,88692.9561311457
1817,103530.026281923
1818,134007.838311271
1819,122719.684156756
1820,75206.4334744307
1821,108643.493904307
1822,143292.528095439
1823,53111.2030704774
1824,126685.279291076
1825,131813.280035352
1826,92362.9512227417
1827,103706.317532239
1828,132453.16803616
1829,104484.416293715
1830,142096.356522816
1831,151776.936385504
1832,87513.7264571143
1833,127190.814973937
1834,124350.891376466
1835,138066.035212913
1836,120719.885116014
1837,94227.8612460137
1838,127361.110831664
1839,96766.2835031407
1840,169053.827693773
1841,164515.852884145
1842,85534.7503362568
1843,129546.389901513
1844,138649.377300895
1845,146225.640270027
1846,156018.119831264
1847,157477.094287962
1848,65811.5797864066
1849,94776.7173365909
1850,118442.205663226
1851,153187.776676553
1852,126730.714439612
1853,139234.785710014
1854,167412.063938079
1855,151501.590508549
1856,220795.602236872
1857,138789.475739347
1858,139776.402684472
1859,115673.671383863
1860,151812.692800901
1861,114465.12983812
1862,295144.283428639
1863,289958.944507519
1864,289936.270229458
1865,312052.161243727
1866,325375.660414374
1867,229874.601958003
1868,302810.069152003
1869,209402.435140027
1870,220867.206657394
1871,231006.610678544
1872,165522.574988727
1873,240586.460814907
