"Id","SalePrice"
1461,124297.418673436
1462,160661.940161836
1463,184559.762716916
1464,196248.994312337
1465,185192.191346722
1466,175988.280496621
1467,183898.098320113
1468,162235.495952521
1469,195655.294393232
1470,122670.539463123
1471,200547.61755615
1472,93877.8686317514
1473,93662.7983334005
1474,148758.998705556
1475,112657.846328029
1476,375191.814817887
1477,248520.050801499
1478,272413.56150205
1479,290629.742696269
1480,472034.303187397
1481,348204.674363789
1482,211631.10031249
1483,184492.891070557
1484,173280.655769848
1485,190648.177376082
1486,194672.196626351
1487,323829.694545286
1488,244033.494678665
1489,193529.152914795
1490,233480.794585469
1491,198220.996787635
1492,93581.3704392108
1493,177013.035007422
1494,293033.233224617
1495,286956.861035118
1496,234534.811638653
1497,179681.794415723
1498,166850.060259122
1499,160282.405628081
1500,158275.37501602
1501,176095.728005645
1502,150248.354259065
1503,273481.844528964
1504,242890.226095744
1505,219773.775677955
1506,192784.765949021
1507,244131.7258609
1508,202742.744096875
1509,164916.106284438
1510,149745.968606048
1511,146689.213529422
1512,174111.552143618
1513,144408.259705197
1514,146800.751219891
1515,192261.127123577
1516,149653.028875833
1517,171340.944005607
1518,122033.79565871
1519,209280.053758808
1520,133286.439985419
1521,133289.236475555
1522,173084.280940736
1523,110572.973635619
1524,126885.509478934
1525,124844.968595492
1526,126255.90185923
1527,108192.277235509
1528,129987.32968707
1529,154684.293459621
1530,178897.662998226
1531,102801.57511123
1532,97419.2601554969
1533,160474.662358244
1534,127355.402291647
1535,158289.56430906
1536,107548.293413125
1537,65859.9877100888
1538,158797.743749533
1539,185258.256403518
1540,101102.825917408
1541,133281.482715281
1542,146439.715633132
1543,205359.275740156
1544,87344.5506731957
1545,125624.386460767
1546,135323.04850465
1547,133395.673804872
1548,126087.564772815
1549,116878.809464983
1550,133802.49366795
1551,107573.63021031
1552,135079.871200821
1553,150050.460686172
1554,118123.987037635
1555,161922.799482137
1556,84831.890546338
1557,111780.709602055
1558,91851.2834193104
1559,85450.0386981536
1560,144879.887560123
1561,130705.829177292
1562,130578.000013092
1563,122721.556724817
1564,160746.692707125
1565,153469.846067539
1566,246666.726451776
1567,77576.7239987085
1568,215859.695720261
1569,129733.077336602
1570,139222.835605347
1571,125208.873446996
1572,147283.985191289
1573,255147.082341441
1574,122107.60320445
1575,231907.869831814
1576,239390.15621605
1577,189451.416566522
1578,140981.00763258
1579,152829.83368726
1580,195836.932113845
1581,157187.359977111
1582,127194.211380462
1583,296434.828961704
1584,208897.99803547
1585,141523.613612055
1586,63500.1683655791
1587,109999.444066438
1588,153288.758998525
1589,111657.545140766
1590,134193.788162501
1591,94460.3527861206
1592,116806.825691019
1593,112328.16992255
1594,137206.022845545
1595,97737.6114555413
1596,238711.242618596
1597,176376.912489391
1598,224938.790713947
1599,169527.19295568
1600,164926.958703087
1601,64473.0293633874
1602,105764.348708214
1603,87314.4019094404
1604,268165.116785428
1605,248497.299152805
1606,174205.0609825
1607,169100.911158923
1608,219842.53280572
1609,178494.795007317
1610,153594.449196414
1611,149896.850750259
1612,176553.617385079
1613,171002.217090503
1614,117456.95104216
1615,91559.2648611752
1616,76993.7207542731
1617,90095.5953709508
1618,125279.34427818
1619,143975.234849657
1620,155661.876399396
1621,139410.304754805
1622,142975.431290976
1623,279940.314115812
1624,211513.669506467
1625,118772.494778021
1626,144060.80158274
1627,186377.865241133
1628,285924.82108109
1629,179411.081692195
1630,362686.926781411
1631,231277.744908286
1632,245886.262178608
1633,169101.717496825
1634,183785.714803385
1635,180861.680774489
1636,160613.070681861
1637,204210.924801131
1638,196926.548922902
1639,183059.600094729
1640,262865.249375121
1641,182800.010418308
1642,246833.097016224
1643,226479.350049084
1644,240896.635553414
1645,197043.961280989
1646,148929.763410044
1647,144919.132651197
1648,129103.129012017
1649,146236.657364402
1650,119090.416102835
1651,120744.640056395
1652,97461.4487238263
1653,101171.596162667
1654,144573.754319275
1655,143168.772677447
1656,143028.618460107
1657,148461.374796686
1658,141076.095811491
1659,115206.88013335
1660,152283.521629358
1661,424494.532030759
1662,394082.849619574
1663,353494.541017455
1664,512193.94226993
1665,287007.219516788
1666,310097.743970696
1667,379205.585284889
1668,315074.207343949
1669,303464.288941431
1670,300991.315998064
1671,244096.339457912
1672,395406.47416448
1673,302451.61400779
1674,240505.252364186
1675,192327.146075466
1676,194548.590404461
1677,213587.110724791
1678,491300.712503063
1679,361971.650650671
1680,336132.830009213
1681,232673.253709398
1682,293676.132538972
1683,184912.647492372
1684,173353.051839244
1685,175656.447272473
1686,179366.94338939
1687,170351.950324317
1688,193830.780380627
1689,191143.724180722
1690,196445.233553243
1691,182632.380253604
