"Id","SalePrice"
1461,115734.427848931
1462,163876.524522208
1463,186334.568336527
1464,194737.611000154
1465,199572.82961806
1466,169713.535186463
1467,175974.850765264
1468,163226.645963197
1469,196192.446151215
1470,120817.859402944
1471,193771.784062067
1472,93455.0201323754
1473,91263.2405234134
1474,151045.518464071
1475,110508.040094999
1476,360574.539611501
1477,255649.867836849
1478,294141.0675206
1479,278485.440424223
1480,493193.63499887
1481,349884.436190745
1482,219875.140033723
1483,180366.635868597
1484,167048.76094831
1485,190181.312800774
1486,197150.181603149
1487,329669.818631108
1488,233885.645839395
1489,199924.864267715
1490,225743.159842087
1491,195705.162283111
1492,91635.0323229031
1493,196232.741375753
1494,298128.010481016
1495,295338.833742704
1496,228567.216321637
1497,181012.70206494
1498,169033.256078527
1499,158085.180864122
1500,153200.83149507
1501,173602.566492614
1502,149156.02712969
1503,276652.031806315
1504,243917.997755754
1505,222733.363661846
1506,196717.579738173
1507,243859.77541012
1508,198932.837567899
1509,162131.574464065
1510,146953.833759985
1511,146368.651672302
1512,178660.875347774
1513,140082.629357638
1514,150053.467237393
1515,185420.974498167
1516,154465.900908976
1517,171519.25407392
1518,136877.051164106
1519,215676.876411733
1520,130583.666642334
1521,132121.617219836
1522,172500.488648164
1523,111028.887900887
1524,123807.703523305
1525,118289.455848173
1526,119824.600139796
1527,104486.597199025
1528,135919.914499226
1529,151271.30886252
1530,179906.559501074
1531,105842.758919246
1532,102308.907885519
1533,157522.302913568
1534,119231.111040644
1535,152738.321382332
1536,109346.065853504
1537,66701.1867167914
1538,159973.655334625
1539,196672.628572594
1540,94220.3173481312
1541,139910.015692545
1542,139595.312549909
1543,193021.799482353
1544,87899.4668534591
1545,112094.012910155
1546,130039.159718932
1547,131383.964503847
1548,135726.392606817
1549,119095.617707584
1550,134031.291107967
1551,114196.630707017
1552,129929.775086661
1553,151508.353412516
1554,119610.046675642
1555,163664.103616852
1556,86368.7358610592
1557,109277.717246455
1558,93637.0536580469
1559,83591.8323164071
1560,138542.24186088
1561,127383.842511562
1562,131435.343926409
1563,121023.284142752
1564,161455.226951445
1565,145352.011641412
1566,243860.541223747
1567,76505.5284366693
1568,235918.392678938
1569,133027.203284919
1570,141865.452786056
1571,122870.575945655
1572,145447.906387363
1573,231601.923204188
1574,114018.769973188
1575,230226.87950597
1576,241312.845089532
1577,187435.64779922
1578,143335.208792271
1579,145056.890058582
1580,193808.646826125
1581,159703.044978555
1582,127511.113022786
1583,309431.315954898
1584,219720.328709147
1585,142196.221802204
1586,62010.8992683612
1587,98526.223641145
1588,151804.647661167
1589,99092.9246534936
1590,133416.638301284
1591,97943.6263034042
